TN,Un Number,PSN,Class,SubClass,PG,Spec Prov,Packing Para,
,,"Chromic acid, solid, see CHROMIUM TRIOXIDE,
ANHYDROUS",,,,,,
,UN1755,"CHROMIC ACID, SOLUTION",8,,II III,P5 P5,"A12.2.
A12.2.",
,,"Chromic anhydride, see CHROMIUM TRIOXIDE,
ANHYDROUS",,,,,,
,UN1756,"CHROMIC FLUORIDE, SOLID",8,,II,P5,A12.3.,
,UN1757,"CHROMIC FLUORIDE, SOLUTION",8,,"II
III","P5
P5","A12.2.
A12.2.",
,,"Chromic nitrate, see CHROMIUM NITRATE",,,,,,
,,"Chromic trioxide, see CHROMIUM TRIOXIDE",,,,,,
,,"Chromium (III) fluoride, solid, see CHROMIC
FLUORIDE, SOLID",,,,,,
,,"Chromium (III) nitrate, see CHROMIUM NITRATE",,,,,,
,UN2720,CHROMIUM NITRATE,5.1,,III,"P5, A1, A29",A9.6.,
,UN1758,CHROMIUM OXYCHLORIDE,8,,I,"P3, A7, N34",A12.2.,
,UN1463,"CHROMIUM TRIOXIDE, ANHYDROUS",5.1,"6.1, 8",II,P5,A9.6.,
,,"Chromiun (VI) dichloride dioxide, see CHROMIUM
OXYCHLORIDE",,,,,,
,UN2240,CHROMOSULFURIC ACID,8,,I,"P3, A7, N34",A12.2.,
,,"Chromyl chloride, see CHROMIUM
OXYCHLORIDE",,,,,,
,,"Chrysotile, see WHITE ASBESTOS",,,,,,
,,"Cigar and cigarette lighter fluid, see FLAMMABLE LIQUID, N.O.S.",,,,,,
,,"Cigar and cigarette lighters, charged with fuel, see
LIGHTERS, or LIGHTER REFILLS containing flammable gas.",,,,,,
,,"Cinene, see DIPENTENE",,,,,,
,,"Cinnamene or Cinnamol, see STYRENE MONOMER, STABILIZED",,,,,,
,,"Cleaning fluid or liquid, see FLAMMABLE LIQUID, TOXIC, N.O.S. or FLAMMABLE LIQUID, N.O.S.
or FLAMMABLE LIQUID, CORROSIVE, N.O.S.",,,,,,
,UN3291,"CLINICAL WASTE, UNSPECIFIED, N.O.S.",6.2,,II,"P5, A117",A10.10.,
,,"Coal briquettes, hot",,,,,FORBIDDEN,
,UN1023,"COAL GAS, COMPRESSED",2.3,2.1,,"P2, 3",A6.5.,
,,"Coal tar, crude and solvent, see PETROLEUM, PRODUCTS, NO.S.",,,,,,
,UN1136,"COAL TAR DISTILLATES, FLAMMABLE",3,,II III,P5 P5,"A7.2.
A7.2.",
,,"Coal tar dye, corrosive, liquid N.O.S., see DYES, LIQUID or SOLID N.O.S. or DYE INTERMEDIATES, LIQUID or SOLID,
CORROSIVE N.O.S.",,,,,,
,,"Coal tar naphtha, see PETROLEUM DISTILLATES,
N.O.S. or PETROLEUM PRODUCTS, N.O.S.",,,,,,
,,"Coal tar oil, see COAL TAR DISTILLATES, FLAMMABLE",,,,,,
,UN1139,"COATING SOLUTION (includes surface treatments
or coatings used for industrial or other purposes such as vehicle undercoating, drum or barrel lining)",3,,"I
II III","P3
P5 P5","A7.2.
A7.2.
A7.2.",
,,"Cobalt catalyst, see METAL CATALYST, WETTED
or METAL CATALYST, DRY",,,,,,
,UN2001,"COBALT NAPHTHENATES, POWDER",4.1,,III,"P5, A19",A8.3.,
,UN1318,"COBALT RESINATE, PRECIPITATED",4.1,,III,"P5, A1, A19",A8.3.,
,,"Cocculus, see TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID or TOXINS,
EXTRACTED FROM LIVING SOURCES, LIQUID SOLID, N.O.S.",,,,,,
,,"Coir, see FABRICS, VEGETABLE, N.O.S. or
FIBERS, VEGETABLE, N.O.S.",,,,,,
,,"Coke, hot",,,,,FORBIDDEN,
,,"Collodion cottons, see NITROCELLULOSE, etc.",,,,,,
,,"Cologne spirits, see PERFUMERY PRODUCTS",,,,,,
D,NA1993,COMBUSTIBLE LIQUID N.O.S.,"COMBUS TIBLE
LIQUID",,III,P5,A7.2.,
*,UN0461,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",1.1B,,,P4,A5.3.,
*,UN0382,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",1.2B,,,P4,A5.3.,
*,UN0383,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",1.4B,,,P5,A5.3.,
*,UN0384,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",1.4S,,,"P5, 347, A69",A5.3.,
,,"Composition B, see HEXOLITE or HEXOTOL.",,,,,,
,,"Compound, anti-freeze, see FLAMMABLE LIQUID, N.O.S.",,,,,,
*,NA1760,"COMPOUNDS, CLEANING LIQUID",8,,I II III,"P3, A7 P5, N37 P5, N37","A12.2.
A12.2.
A12.2.",
,NA1993,"COMPOUNDS, CLEANING LIQUID",3,,"I
II III","P3
P5 P5","A12.2
A12.2 A12.2",
,,"Compound, cleaning liquid, flammable, see
FLAMMABLE LIQUID, N.O.S.",,,,,,
,,"Compounds, enamel, see PAINT, etc.",,,,,,
*,NA1760,"COMPOUNDS, TREE KILLING, LIQUID or
COMPOUNDS WEED KILLING, LIQUID",8,,I II III,"P3, A7 P5, N37 P5, N37","A12.2.
A12.2.
A12.2.",
*,NA1993,"COMPOUNDS, TREE KILLING LIQUID or
COMPOUNDS, WEED KILLING, LIQUID",3,,"I II
III","P3 P5
P5","A7.2.
A7.2.
A7.2.",
*,NA2810,"COMPOUNDS, TREE KILLING LIQUID or
COMPOUNDS, WEED KILLING, LIQUID",6.1,,"I II
III","P3 P5
P5","A10.4.
A10.4.
A10.4.",
*,UN1956,"COMPRESSED GAS, N.O.S.",2.2,,,P5,"A6.3., A6.5.",
,,"Compressed gas and hexaethyl tetraphosphate mixture, see HEXAETHYL TETRAPHOSPHATE AND
COMPRESSED GAS MIXTURE",,,,,,
*,UN1954,"COMPRESSED GAS, FLAMMABLE, N.O.S.",2.1,,,P4,"A6.3., A6.5.",
*,UN3156,"COMPRESSED GAS, OXIDIZING, N.O.S.",2.2,5.1,,P5,"A6.3., A6.5.",
*,UN1955,"COMPRESSED GAS, TOXIC, N.O.S., Inhalation
Hazard Zone A",2.3,,,"P1, 1",A6.15.,
*,UN1955,"COMPRESSED GAS, TOXIC, N.O.S., Inhalation
Hazard Zone B",2.3,,,"P2, 2",A6.5.,
*,UN1955,"COMPRESSED GAS, TOXIC, N.O.S., Inhalation
Hazard Zone C",2.3,,,"P2, 3",A6.5.,
*,UN1955,"COMPRESSED, GAS, TOXIC, N.O.S., Inhalation
Hazard Zone D",2.3,,,"P2, 4",A6.5.,
*,UN3304,"COMPRESSED GAS, TOXIC, CORROSIVE,
N.O.S. Inhalation Hazard Zone A",2.3,8,,"P1, 1",A6.15.,
*,UN3304,"COMPRESSED GAS, TOXIC, CORROSIVE,
N.O.S. Inhalation Hazard Zone B",2.3,8,,"P2, 2",A6.5.,
*,UN3304,"COMPRESSED GAS, TOXIC, CORROSIVE,
N.O.S. Inhalation Hazard Zone C",2.3,8,,"P2, 3",A6.5.,
*,UN3304,"COMPRESSED GAS, TOXIC, CORROSIVE,
N.O.S. Inhalation Hazard Zone D",2.3,8,,"P2, 4",A6.5.,
*,UN3305,"COMPRESSED GAS, TOXIC, FLAMMABLE,
CORROSIVE, N.O.S. Inhalation Hazard Zone A",2.3,"2.1, 8",,"P1, 1",A6.15.,
*,UN3305,"COMPRESSED GAS, TOXIC, FLAMMABLE,
CORROSIVE, N.O.S. Inhalation Hazard Zone B",2.3,"2.1, 8",,"P2, 2",A6.5.,
*,UN3305,"COMPRESSED GAS, TOXIC, FLAMMABLE,
CORROSIVE, N.O.S. Inhalation Hazard Zone C",2.3,"2.1, 8",,"P2, 3",A6.5.,
*,UN3305,"COMPRESSED GAS, TOXIC, FLAMMABLE,
CORROSIVE, N.O.S. Inhalation Hazard Zone D",2.3,"2.1, 8",,"P2, 4",A6.5.,
*,UN1953,"COMPRESSED GAS, TOXIC, FLAMMABLE,
N.O.S., Inhalation Hazard Zone A",2.3,2.1,,"P1, 1",A6.15.,
*,UN1953,"COMPRESSED GAS, TOXIC, FLAMMABLE,
N.O.S., Inhalation Hazard Zone B",2.3,2.1,,"P2, 2",A6.5.,
*,UN1953,"COMPRESSED GAS, TOXIC, FLAMMABLE,
N.O.S., Inhalation Hazard Zone C",2.3,2.1,,"P2, 3",A6.5.,
*,UN1953,"COMPRESSED GAS, TOXIC, FLAMMABLE,
N.O.S., Inhalation Hazard Zone D",2.3,2.1,,"P2, 4",A6.5.,
*,UN3306,"COMPRESSED, GAS, TOXIC, OXIDING,
CORROSIVE, N.O.S. Inhalation Hazard Zone A",2.3,"5.1, 8",,"P1, 1",A6.15.,
*,UN3306,"COMPRESSED, GAS, TOXIC, OXIDING,
CORROSIVE, N.O.S. Inhalation Hazard Zone B",2.3,"5.1, 8",,"P2, 2",A6.5.,
*,UN3306,"COMPRESSED, GAS, TOXIC, OXIDING,
CORROSIVE, N.O.S. Inhalation Hazard Zone C",2.3,"5.1, 8",,"P2, 3",A6.5.,
*,UN3306,"COMPRESSED, GAS, TOXIC, OXIDING,
CORROSIVE, N.O.S. Inhalation Hazard  Zone D",2.3,"5.1, 8",,"P2, 4",A6.5.,
*,UN3303,"COMPRESSED, GAS, TOXIC, OXIDING, N.O.S.
Inhalation Hazard Zone A",2.3,5.1,,"P1, 1",A6.15.,
*,UN3303,"COMPRESSED, GAS, TOXIC, OXIDING, N.O.S.
Inhalation Hazard Zone B",2.3,5.1,,"P2, 2",A6.5.,
*,UN3303,"COMPRESSED, GAS, TOXIC, OXIDING, N.O.S.
Inhalation Hazard Zone C",2.3,5.1,,"P2, 3",A6.5.,
*,UN3303,"COMPRESSED, GAS, TOXIC, OXIDING, N.O.S.
Inhalation Hazard Zone D",2.3,5.1,,"P2, 4",A6.5.,
,ID8000,CONSUMER COMMODITY,9,,,"P5, A503",A13.3.,
*,UN0248,"CONTRIVANCES, WATER-ACTIVATED, with
burster, expelling charge or propelling charge",1.2L,,,P3,A5.27.,
*,UN0249,"CONTRIVANCES, WATER-ACTIVATED, with
burster, expelling charge or propelling charge",1.3L,,,P3,A5.27.,
,UN1585,COPPER ACETOARSENITE,6.1,,II,P5,A10.5.,
,,Copper acetylide,,,,,FORBIDDEN,
,,Copper amine azide,,,,,FORBIDDEN,
,UN1586,COPPER ARSENITE,6.1,,II,P5,A10.5.,
*,UN2776,"COPPER BASED PESTICIDES, LIQUID,
FLAMMABLE, TOXIC, flashpoint less than 23 degrees C",3,"6.1
6.1",I II,P3 P4,"A7.2.
A7.2.",
*,UN3009,"COPPER BASED PESTICIDES, LIQUID, TOXIC,
FLAMMABLE, flashpoint not less than 23 degrees C",6.1,"3
3
3","I
II III","P3
P4 P5","A10.4.
A10.4.
A10.4.",
*,UN3010,"COPPER BASED PESTICIDES, LIQUID, TOXIC",6.1,,I II III,P3 P5 P5,"A10.4.
A10.4.
A10.4.",
*,UN2775,"COPPER BASED PESTICIDES, SOLID, TOXIC",6.1,,I II III,P5 P5 P5,"A10.5.
A10.5.
A10.5.",
,UN2721,COPPER CHLORATE,5.1,,II,"P5, A1",A9.6.,
,UN2802,COPPER CHLORIDE,8,,III,P5,A12.3.,
,UN1587,COPPER CYANIDE,6.1,,II,P5,A10.5.,
,,"Copper (II) arsenite, see COPPER ARSENITE",,,,,,
,,"Copper (II) chlorate, see COPPER CHLORATE",,,,,,
,,"Copper orthoarsenite, see COPPER ARSENITE",,,,,,
,,"Copper selenate, see SELENATES or SELENITES",,,,,,
,,"Copper selenites, see SELENATES or SELENITES",,,,,,
,,Copper tetramine nitrate,,,,,FORBIDDEN,
,UN1363,COPRA,4.2,,III,,FORBIDDEN,
,UN0065,"CORD, DETONATING, flexible",1.1D,,,"P4, 102, A69",A5.22.,
,UN0289,"CORD, DETONATING, flexible",1.4D,,,"P5, A69",A5.22.,
,UN0102,"CORD, DETONATING or FUSE, DETONATING,
metal clad",1.2D,,,"P4, A69",A5.22.,
,UN0290,"CORD, DETONATING or FUSE, DETONATING,
metal clad",1.1D,,,"P4, A69",A5.22.,
,UN0104,"CORD, DETONATING, MILD EFFECT or FUSE,
DETONATING, MILD EFFECT, metal clad",1.4D,,,"P5, A69",A5.22.,
,UN0066,"CORD, IGNITER",1.4G,,,"P5, A69",A5.23.,
,,"Cordeau detonant fuse, see CORD, DETONATING, or
CORD, DETONATING, flexible",,,,,,
,,"Cordite, see POWDER, SMOKELESS, etc.",,,,,,
,,"Corrosive battery fluid, see BATTERY FLUID, ACID
or BATTERY FLUID, ALKALI",,,,,,
*,UN1760,"CORROSIVE LIQUID, N.O.S.",8,,"I II
III","P3, A7 P4
P5","A12.2.
A12.2.
A12.2.",
*,UN3264,"CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.",8,,"I II
III","P3 P4
P5","A12.2.
A12.2.
A12.2.",
*,UN3265,"CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.",8,,"I
II III","P3
P4 P5","A12.2.
A12.2.
A12.2.",
*,UN3266,"CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.",8,,"I
II III","P3
P4 P5","A12.2.
A12.2.
A12.2.",
*,UN3267,"CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.",8,,"I II
III","P3 P4
P5","A12.2.
A12.2.
A12.2.",
*,UN3301,"CORROSIVE LIQUID, SELF-HEATING, N.O.S.",8,"4.2
4.2","I
II","P3
P4","A12.2.
A12.2.",
*,UN2920,"CORROSIVE LIQUIDS, FLAMMABLE, N.O.S.",8,"3
3","I
II","P3
P4","A12.2.
A12.2.",
*,UN3093,"CORROSIVE LIQUIDS, OXIDIZING, N.O.S.",8,"5.1
5.1","I
II","P3, A7
P4, A6, A7","A12.2.
A12.2.",
*,UN2922,"CORROSIVE LIQUIDS, TOXIC N.O.S.",8,"6.1
6.1
6.1","I
II III","P3, A7
P4 P5","A12.2.
A12.2.
A12.2.",
*,UN3094,"CORROSIVE LIQUIDS, WATER-REACTIVE,
N.O.S.",8,"4.3
4.3","I
II","P3, A7
P4, A6, A7","A12.2.
A12.2.",
*,UN3260,"CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.",8,,"I II
III","P5 P5
P5","A12.3.
A12.3.
A12.3.",
*,UN3261,"CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.",8,,"I II
III","P5 P5
P5","A12.3.
A12.3.
A12.3.",
*,UN3262,"CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.",8,,"I II
III","P5 P5
P5","A12.3.
A12.3.
A12.3.",
*,UN3263,"CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.",8,,"I
II III","P5
P5 P5","A12.3.
A12.3.
A12.3.",
*,UN2921,"CORROSIVE SOLIDS, FLAMMABLE, N.O.S.",8,"4.1
4.1","I
II","P3
P4","A12.3.
A12.3.",
*,UN1759,"CORROSIVE SOLIDS, N.O.S.",8,,"I II
III","P5 P5
P5","A12.3.
A12.3.
A12.3.",
*,UN3084,"CORROSIVE SOLIDS, OXIDIZING, N.O.S.",8,"5.1
5.1",I II,P5 P5,"A12.3.
A12.3.",
*,UN3095,"CORROSIVE SOLIDS, SELF-HEATING, N.O.S.",8,"4.2
4.2","I
II","P5
P5","A12.3.
A12.3.",
*,UN2923,"CORROSIVE SOLIDS, TOXIC N.O.S.",8,"6.1
6.1
6.1","I II
III","P5 P5
P5","A12.3.
A12.3.
A12.3.",
*,UN3096,"CORROSIVE SOLIDS, WATER-REACTIVE,
N.O.S.",8,"4.3
4.3","I
II","P3
P4","A12.3.
A12.3.",
,,"Cosmetics, corrosive, liquid, N.O.S., see CORROSIVE
LIQUID, N.O.S.",,,,,,
,,"Cosmetics, corrosive solid, N.O.S., see CORROSIVE
SOLID, N.O.S.",,,,,,
,,"Cosmetics, flammable, liquid, N.O.S., see
PERFUMERY PRODUCTS or FLAMMABLE LIQUID, N.O.S.",,,,,,
,,"Cosmetics, flammable, solid, N.O.S., see
FLAMMABLE SOLID, ORGANIC, N.O.S. or
FLAMMABLE SOLID, INORGANIC, N.O.S.",,,,,,
,,"Cosmetics, N.O.S., in small inner packagings containing flammable aerosol and/or non-flammable aerosol and/or flammable liquid, N.O.S., see CONSUMER
COMMODITY",,,,,,
,,"Cosmetics, oxidizing material, liquid, N.O.S., see
OXIDIZING LIQUID, N.O.S.",,,,,,
,,"Cosmetics, oxidizing material, solid, N.O.S., see
OXIDIZING SOLID, N.O.S.",,,,,,
,,"Cotton seed, cut linters, hull fibers, pulp, waste and shavings, with animal or vegetable oil, see FABRICS VEGETABLE, N.O.S. or FIBERS, VEGETABLE,
N.O.S.",,,,,,
,UN1364,"COTTON WASTE, OILY",4.2,,III,P5,A8.3.,
,UN1365,"COTTON, WET",,,III,,FORBIDDEN,
*,UN3024,"COUMARIN DERIVATIVE PESTICIDES,
LIQUID, FLAMMABLE, TOXIC, flashpoint not less than 23 degrees C",3,"6.1
6.1",I II,P3 P4,"A7.2.
A7.2.",
*,UN3026,"COUMARIN DERIVATIVE PESTICIDES, LIQUID, TOXIC",6.1,,"I II
III","P3 P5
P5","A10.4.
A10.4.
A10.4.",
*,UN3025,"COUMARIN DERIVATIVE PESTICIDES,
LIQUID, TOXIC, FLAMMABLE, flashpoint less than 23 degrees C",6.1,"3
3
3","I II
III","P3 P5
P5","A10.4.
A10.4.
A10.4.",
*,UN3027,"COUMARIN DERIVATIVE PESTICIDES, SOLID, TOXIC",6.1,,"I
II III","P5
P5 P5","A10.5.
A10.5.
A10.5.",
,,"Creosote, see TOXIC, LIQUID, ORGANIC, N.O.S.",,,,,,
,,"Creosote salts, see NAPHTHALENE, CRUDE or
REFINED",,,,,,
,UN2076,"CRESOLS, LIQUID",6.1,8,II,P5,A10.4.,
,UN3455,"CRESOLS, SOLID",6.1,8,II,P5,A10.5.,
,UN2022,CRESYLIC ACID,6.1,8,II,P5,A10.4.,
,,"Crocidolite, see BLUE ASBESTOS",,,,,,
,UN1143,"CROTONALDEHYDE or CROTONALDEHYDE
STABILIZED",6.1,3,I,"P2, 2, 387",A10.6.,
,,"Crotonnaldehyde, unstabilized",,,,,FORBIDDEN,
,UN3472,"CROTONIC ACID, LIQUID",8,,III,P5,A12.2,
,UN2823,"CROTONIC ACID, SOLID",8,,III,P5,A12.3.,
,,"Crotonic aldehyde, stabilized, see
CROTONALDEHYDE",,,,,,
,UN1144,CROTONYLENE,3,,I,P3,A7.2.,
,,"Crude napththa, see PETROLEUM DISTILLATES, N.O.S.",,,,,,
,,"Cumeme, see ISOPROPYLBENZENE",,,,,,
,,"Cupric cyanide, see COPPER CYANIDE",,,,,,
,UN1761,CUPRIETHYLENEDIAMINE SOLUTION,8,"6.1
6.1","II
III","P4
P5","A12.2.
A12.2.",
,UN0070,"CUTTERS, CABLE, EXPLOSIVE",1.4S,,,"P5, A69",A5.17.,
,,"Cyanide of calcium, see CALCIUM CYANIDE",,,,,,
,,"Cyanide of potassium, see POTASSIUM CYANIDE
SOLID or SOLUTION",,,,,,
,,"Cyanide of sodium, see CYANIDES, INORGANIC,
SOLID, N.O.S.",,,,,,
,,"Cyanide or cyanide mixtures, dry, see CYANIDES,
INORGANIC, SOLID N.O.S.",,,,,,
*,UN1588,"CYANIDES, INORGANIC, SOLID N.O.S.",6.1,,"I II
III","P5, N74, N75 P5, N74, N75
P5, N74, N75","A10.5.
A10.5.
A10.5.",
,UN1935,"CYANIDE SOLUTIONS, N.O.S.",6.1,,"I II
III","P3 P4
P5","A10.4.
A10.4.
A10.4.",
,,"Cyanides, organic, flammable , toxic, N.O.S., see
NITRILES, FLAMMABLE, N.O.S.",,,,,,
,,"Cyanides, organic, toxic, N.O.S., see NITRILES,
TOXIC, LIQUID or SOLID N.O.S.",,,,,,
,,"Cyanides, organic, toxic, flammable, N.O.S., see
NITRILES, TOXIC, FLAMMABLE, N.O.S.",,,,,,
,,"Cyanoacetonitrile, see MALONONITRILE",,,,,,
,UN1026,CYANOGEN,2.3,2.1,,"P2, 2",A6.15.,
,UN1889,CYANOGEN BROMIDE,6.1,8,I,"P3, A6, A8",A10.5.,
,UN1589,"CYANOGEN CHLORIDE, STABILIZED",2.3,8,,"P1, 1, 387",A6.15.,
,,"Cyanogen Chloride, unstabilized",,,,,FORBIDDEN,
,UN2670,CYANURIC CHLORIDE,8,,II,P5,A12.3.,
,,Cyanuric triazide,,,,,FORBIDDEN,
,UN2601,CYCLOBUTANE,2.1,,,P4,"A6.3., A6.4.",
,UN2744,CYCLOBUTYL CHLOROFORMATE,6.1,"3, 8",II,P4,A10.4.,
,UN2518,"1,5,9-CYCLODODECATRIENE",6.1,,III,P5,A10.4.,
,UN2241,CYCLOHEPTANE,3,,II,P5,A7.2.,
,,"1,3,5-Cycloheptatriene, see CYCLOHEPTATRIENE",,,,,,
,UN2603,CYCLOHEPTATRIENE,3,6.1,II,P5,A7.2.,
,UN2242,CYCLOHEPTENE,3,,II,P5,A7.2.,
,,"1,4-Cyclohexadienedione, see BENZOQUINONE",,,,,,
,UN1145,CYCLOHEXANE,3,,II,P5,A7.2.,
,,"Cyclohexanethiol, see CYCLOHEXYL MERCAPTAN",,,,,,
,UN1915,CYCLOHEXANONE,3,,III,P5,A7.2.,
,UN2256,CYCLOHEXENE,3,,II,P5,A7.2.,
,UN1762,CYCLOHEXENYLTRICHLOROSILANE,8,,II,"P4, A7, N34",A12.2.,
,UN2243,CYCLOHEXYL ACETATE,3,,III,P5,A7.2.,
,UN2488,CYCLOHEXYL ISOCYANATE,6.1,3,I,"P2, 2",A10.6.,
,UN3054,CYCLOHEXYL MERCAPTAN,3,,III,P5,A7.2.,
,UN2357,CYCLOHEXYLAMINE,8,3,II,P5,A12.2.,
,UN1763,CYCLOHEXYLTRICHLOROSILANE,8,,II,"P4, A7, N34",A12.2.,
,,"CYCLONITE AND CYCLOTETRAMETHYLENETETRANITRA- MINE MIXTURES, WETTED or DESENSITIZED see RDX AND HMX MIXTURES, WETTED or
DESENSITIZED etc.",,,,,,
,,"CYCLONITE AND HMX MIXTURES, WETTED or
DESENSITIZED see RDX AND HMX MIXTURES WETTED or DESENSITIZED etc.",,,,,,
,,"CYCLONITE and OCTOGEN MIXTURES, WETTED or DESENSITIZED see RDX AND HMX
MIXTURES, WETTED or DESENSITIZED etc.",,,,,,
,,"CYCLONITE, see
CYCLOTRIMETHYLENETRINITRAMINE, etc.",,,,,,
,,"CYCLOOCTADIENE PHOSPHINES, see       9- PHOSPHABICYCLONONANES",,,,,,
,UN2520,CYCLOOCTADIENES,3,,III,P5,A7.2.,
,UN2358,CYCLOOCTATETRAENE,3,,II,P5,A7.2.,
,UN1146,CYCLOPENTANE,3,,II,P5,A7.2.,
,,"Cyclopentane, methyl, see
METHYLCYCLOPENTANE",,,,,,
,UN2244,CYCLOPENTANOL,3,,III,P5,A7.2.,
,UN2245,CYCLOPENTANONE,3,,III,P5,A7.2.,
,UN2246,CYCLOPENTENE,3,,II,P5,A7.2.,
,UN1027,CYCLOPROPANE,2.1,,,P4,"A6.3., A6.4.",
,,Cyclotetramrtylene tetranitramine (dry or unphlegmatized) (HMX),,,,,FORBIDDEN,
,UN0484,"CYCLOTETRAMETHYLENETETRANITRAMIN
E, DESENSITIZED, or OCTOGEN, DESENSITIZED, or HMX, DESENSITIZED",1.1D,,,P4,A5.6.,
,UN0226,"CYCLOTETRAMETHYLENETETRANITRAMIN E, WETTED, or HMX, WETTED or OCTOGEN,
WETTED with not less than 15% water, by mass",1.1D,,,P4,A5.6.,
,,"CYCLOTRIMETHYLENETRINITRAMINE AND CYCLOTETRAMETHYLENETETRANITRA- MINE MIXTURES, WETTED or DESENSITIZED see RDX AND HMX MIXTURES, WETTED or
DESENSITIZED etc",,,,,,
,,"CYCLOTRIMETHYLENETRINITRAMINE AND HMX MIXTURES, WETTED or DESENSITIZED see RDX AND HMX MIXTURES, WETTED or
DESENSITIZED etc",,,,,,
,,"CYCLOTRIMETHYLENENITRAMINE AND OCTOGEN, MIXTURES, WETTED or DESENSITIZED see RDX AND HMX MIXTURES,
WETTED or DESENSITIZED etc",,,,,,
,UN0483,"CYCLOTRIMETHYLENETRINITRAMINE, DESENSITIZED, or CYCLONITE, DESENSITIZED, or HEXOGEN, DESENSITIZED,
or RDX, DESENSITIZED",1.1D,,,P4,A5.6,
,UN0072,"CYCLOTRIMETHYLENETRINITRAMINE, WETTED, or CYCLONITE, WETTED, or HEXOGEN, WETTED, or RDX, WETTED, with not
less than 15 percent water by mass",1.1D,,,P4,A5.6.,
,UN2940,CYCLOOCTADIENE PHOSPHINES,4.2,,II,"P5, A19",A8.3.,
,,Cyclotetramethylenetetranitramine (dry),,,,,FORBIDDEN,
,UN0391,"CYCLOTRIMETHYLENETRINITRAMINE AND CYCLOTETRAMETHYLENE- TETRANITRAMINE  MIXTURE, DESENSITIZED
with not less than 10% phlegmatizer by mass",1.1D,,,P4,A5.6.,
,UN0391,"CYCLOTRIMETHYLENETRINITRAMINE AND CYCLOTETRAMETHYLENE- TETRANITRAMINE MIXTURE, WETTED with
not less than 15% water by mass",1.1D,,,P4,A5.6.,
,UN2046,CYMENES,3,,III,P5,A7.2.,
,,"Cymol, see CYMEMES",,,,,,
,UN3363,"DANGEROUS GOODS IN APPARATUS or
DANGEROUS GOODS IN MACHINERY",9,,,P5,A13.13.,
,,"Dead oil, see TARS, LIQUID",,,,,,
,,"Deanol, see 2-DIMETHYLAMINOETHANOL",,,,,,
,UN1868,DECABORANE,4.1,6.1,II,"P5, A19, A20",A8.3.,
,UN1147,DECAHYDRONAPHTHALENE,3,,III,P5,A7.2.,
,,"Decalin, see DECAHYDRONAPHTHALENE",,,,,,
,UN2247,n-DECANE,3,,III,P5,A7.2.,
,UN0132,"DEFLAGRATING METAL SALTS OF
AROMATIC NITRODERIVATIVES, N.O.S.",1.3C,,,P4,A5.9.,
,,"De-icing fluid, see FLAMMABLE LIQUID, N.O.S.",,,,,,
,,"Delay electric igniter, see IGNITERS",,,,,,
D,NA1987,DENATURED ALCOHOL,3,,"II
III","P4
P5","A7.2.
A7.2.",
,,"Depth Charges, see CHARGES DEPTH",,,,,,
,UN3379,"DESENSITIZED EXPLOSIVE, LIQUID,  N.O.S.",3,,I,,FORBIDDEN,
,UN3380,"DESENSITIZED EXPLOSIVE, SOLID,  N.O.S.",4.1,,I,,FORBIDDEN,
,,"Detonating relays, see DETONATORS NON- ELECTRIC or DETONATORS ASSEMBLIES
NON-ELECTRIC",,,,,,
,UN0360,"DETONATOR ASSEMBLIES, NON-ELECTRIC for
blasting",1.1B,,,"P4, A69",A5.14.,
,UN0361,"DETONATOR ASSEMBLIES, NON-ELECTRIC for
blasting",1.4B,,,"P5, 103, A69",A5.14.,
,UN0500,"DETONATOR ASSEMBLIES, NON-ELECTRIC for
blasting",1.4S,,,"P5, 347",A5.14.,
,UN0030,"DETONATORS, ELECTRIC, for blasting",1.1B,,,"P4, A69",A5.13.,
,UN0255,"DETONATORS, ELECTRIC, for blasting",1.4B,,,"P5, 103, A69",A5.13.,
,UN0456,"DETONATORS, ELECTRIC, for blasting",1.4S,,,"P5, 347,  A69",A5.13.,
,UN0073,DETONATORS FOR AMMUNITION,1.1B,,,P4,A5.16.,
,UN0364,DETONATORS FOR AMMUNTION,1.2B,,,P4,A5.16.,
,UN0365,DETONATORS FOR AMMUNITION,1.4B,,,"P5, 103",A5.16.,
,UN0366,DETONATORS FOR AMMUNITION,1.4S,,,"P5, 347,  A69",A5.16.,
,UN0029,"DETONATORS, NON-ELECTRIC, for blasting",1.1B,,,"P4, A69",A5.14.,
,UN0267,"DETONATORS, NON-ELECTRIC, for blasting",1.4B,,,"P5, 103, A69",A5.14.,
,UN0455,"DETONATORS, NON-ELECTRIC, for blasting",1.4S,,,"P5, 347, A69",A5.14.,
,UN1957,"DEUTERIUM, COMPRESSED",2.1,,,"P4, N89","A6.3., A6.5.",
